Astrée E 8528,1
MS 6876,1
Angel 36150,1
Ada Muzik,2
The Musical Heritage Society inc.,1
Harmonia Mundi HMU 807496,1
CD QS 6086,1
B - W,1
Leo Lab,3
Harmonia Mundi (CD 901710),3
Corpus Hermeticum,1
M. Harrison,1
Savoy 8/27/47,1
"Deutsche Grammophon (CD, Stereo 453 433-2)",1
Leo Records CD 246,1
For 4 Ears CD 1760,1
Wind,9
veraBra,10
R67-2521,1
CRI (LP 377),1
CD / Deutsche Grammophon 439 808-2,1
Angel (S-36985),1
CBC SRC,1
Carlton Classics LC 8747,1
SK 60767,1
Blue Note,1424
Arcana A319,1
Soul Note SN 1076,1
Brilliant Classics 93525/5,1
Prestige 7749,1
Deutsche Grammophone (289 463 604-2),1
Freek Records 1995,1
Rounder Select,4
Columbia MG4501,1
Fine Music Production FMP CD 58,1
Black & Blue,13
Finnadar SR 9011,2
Finnadar SR 9012,1
"Woody Guthrie Publications, Inc.",1
Meridian Records,1
ECM 1108,2
Living Myth / Uppercase,2
MCI/Dot Single,1
Malaco,8
Savoy 767,1
Bear Family Records,47
New World Recordings,34
Columbia Masterworks M2 33510,4
Supraphon,26
LP/Harmonia Mundi,1
Treasure Isle,1
Monitor Collectors Series (MCD 72050),2
CD: Philips 442 127-2,2
NAXOS 8.551203,12
Musique Francaise V4777,1
CC 30,1
MusicDisc,1
Sony Classical (CD SMK 46250),1
Touch 34,1
Jazz Workshop,1
1941 Stetson Records,1
Bluesville,3
Harmonia Mundi HMC 901239,1
Mode 53,1
Mode 51,1
Carpe Diem 16262,1
KAIROS 0012422,1
Fung Hang Record Ltd.,1
Daft Records,1
Aton Music Ltd.,1
Virgin Classics 0946 332 423,2
New World Records 80570-2,2
CD (Altarus),2
Rounder,349
The Smithsonian Collection,4
NCM East Records,4
"Oriental Records (BGRP 1015, 1016)",5
Musidisc,11
Wirl,1
Harmonia Mundi 907082,2
Cagoots Records (GOOT-003),1
WS latino,1
Jazz Anthology (Musidisc),1
Bluebird 0798,3
Imminent Frequencies,1
Piano,2
Epic,204
Sewer Records,2
Tico (SLP 1194),1
LP/ Deutsche Grammophon,1
Historical HLP-3,1
"Monument, 1967",2
Braxton House (BH-005),1
Cypress Performing Arts Association,2
Black Saint BSR 0022,1
Angel 35993 (LP),1
Strange and Beautiful Music,1
Fresh Sound Records,1
Reflexe; EX 2704243,1
ECM New Series 1711,1
Columbia MS 6659,3
Robot Records,2
Angel Records (LP S 36261),1
Fusetron,2
Mute Records,5
P.S.F. Records,2
BIS-CD-377,1
LC 0113,2
Sound Of Gospel Records,1
ESP-Disk (1004),1
French Columbia,1
Tazdik,1
EMI 50999 2 1767 2 0,2
Period Records,1
Submergence,1
erstwhile 042-2,2
Discos Continental,1
United Artists,63
Black Saint 0060,1
Gothic Records G 49130,1
For 4 Ears CD 824,1
empreintes DIGITALes,11
LP/Monitor,1
Rounder Records,74
Red Records (Milan),1
Wizard,1
Jubilee 8/11/49,1
Cam Jazz,3
Mercury SR 90192,1
Sony Classical (CD SMK 64 480),1
Blue Note BST 84027,1
Harmonia Mundi 911701,2
Shandar,3
Pablo (PP-2419),1
Fonoton,1
E1 Music,1
Rock Records Co. Ltd,10
Phoenix,4
Varèse Sarabande VC 81040,1
"CD (LEMS, 8069)",1
RCA,481
NOST 7659-61,1
TUTM Entertainment,4
Erstwhile 004-2,2
GALLO CD-468,2
Hungaroton 12433,1
ABC Classics ABCL-67003/2,1
"2003, Living Media",1
"Philips (CD, PG 928)",1
JSP 7751D,5
Rebel 1636,2
Str Digital,2
Sonory 4428-1,1
Musicaphon BM 56803,13
Delos DE3152,1
unreleased?,1
Beast 666 Tapes,1
Columbia 17880,1
Point Music,6
Country Music Foundation Records,7
Helios/Hyperion,2
LP (Turnabout TV 4081),1
Self-released,1
NA062CD,3
New Voices Singles (CD CNVS 001),1
Columbia KC 32706,1
LP / Phillips 6500 618,1
Archiv Produktion B0004689-02 (CD),2
Project Trio,1
Philips (CD 446 194-2),1
Agram,1
BC 1310,1
CD: GH 289 453 496-2,1
Nonesuch (LP H-72074),1
Blue Note 4170,1
Haunted Field Music,1
Archive Of Folk Music,1
Steam,4
Supraphon 11 0767-2 231,1
Vogue 314,1
Birth,31
Alpha ACA 533,6
Vocalion 03424,1
Old Hall OHR 001,8
LP / MCA,1
ReR Megacorp,2
Odine,1
Blue Note (BST 81507),1
Mercury France 1997,1
Deutsche Grammaphon 439 250-2,2
Deutsche Grammophon B0004049-02,1
Arbitor,1
TRIP Jazz,1
Bayer Records 100 078179 (CD),6
Swill Radio,9
82876-60861-2,1
"Seraphim (LP, Sic - 6036).",1
STU 71429,14
Quill Classics QC 1002,1
Desto,5
Victoriaville,4
Milan,2
BYG YX-4018 19,1
Interplay IP-7711,1
Anduinore,1
Mono SPM 3-851,1
Leo CD LR 261,1
Bridge 9402,1
Navras Records NRCD0099,1
Prestige 7085,1
Yellow Electric GR006,1
Sunnyside,129
JVC Music,1
Collector's Classics CC 46,1
Hungaroton Records,2
Discovery,18
Unit Records,7
樂風,9
HMV,21
Atlantic (1361),1
Silkheart Records,1
Muse,87
EMI (7243 5 5701 2 9),1
HMD,1
Crossroads R67-2511,1
LP (Turnabout Vox 34302),1
HNH4002,1
NORTHEASTERN Records NR 212,2
Sackville 3023,1
Odeon del Peru,1
CRI SD 446,2
India Archive Music (IAM CD 1013),1
PL 14.080,1
CRI (CD 769),1
Musical Heritage Society MHS 1284,1
Verve Records MG V-2118,1
Archiv Produktion 453 487-2,6
Archiv Produktion 459 688-2,1
CD (Astree),1
CRI SDR 112,1
Jazz Heritage Series MCA 1346,1
JRI J111,1
SST,3
Capitol Records,42
Turnabout TV 34151S,1
K.M.I. / Banned,2
CD / Hansler,1
Hyperion (CDA66334),1
Software SFT 020,1
"Naxos, CD, 8.570028",3
Voice of America broadcast,1
In Transition,1
LP / Philips 802 772 AY,1
Thrill Jockey Records,4
Celluloid,19
Blue Note 1525,7
LP (Angel S 37146),1
RCA Camden,45
FOR4EARS,1
Kubaney,1
Pulpo Record,3
Cambria 1072,2
Dolphins of Hollywood,3
Mayimba Music,14
ECD,1
Blossoming Noise,9
ECM,327
Erato NUM 75026,1
Enanem 4127,1
Prestige 7225,1
CAT. # PR - 666,1
Prestige 7553,1
Virgin Classics [PM516],1
Prestige 7223,1
Prestige 7550,3
CD / Ambia,1
Black Top,1
Milan 73138 35746-2,1
Atonal Records,1
Vocalion 05473,1
Solid State,23
Columbia (CL 1040),1
BBC,5
Gennett,10
MS 6736,1
Cowgirlboy,1
Spinorama,2
Deustche Grammophon 437 850-2,1
Smithsonian Folkways SFW CD 40492,1
Golden Horn,2
Blues Classics,2
USSR Melodiya/Angel SR-40011,1
LP/Finlandia,1
Atlantic SD 1549,2
Avant AVAN 008,1
High Tone Records,2
Institut du monde arabe,1
Qualitron LPX 1262-63,1
Chimera,9
CD/Philips,1
Paramount Pictures,2
Ace of Hearts Record 38,1
El Ra,2
ABTD 009,2
RCA 7805-2-RC,1
RCA Victor (LPM-2113),1
Bandaloop,1
"CBS, MYK 38487",2
SAW 9583-M,1
"Harmonia Mundi, 901538",1
Meoldeon,1
Odeon,8
"Alia Vox (CD, AV 9812).",1
Collins,2
Gimell,2
Supraphon 0045,1
Sony Classics,2
A&M SP-9-3024,1
"Smash, 1965",2
ARL 1-0193 Stereo,1
"Smash, 1969",2
Audiofidelity,1
Smithsonian Folkways (SF CD 40466),8
point3,1
Blue Note 90413,1
Moers,5
CD/RCA Victor 09026-68761-2,1
Arts Music 47216,1
Mosaic MR6-109,2
Chandos ABRD 1165,1
Vanguard,98
Columbia C2S 847,1
Hilltop,21
Turnabout Vox 34494,1
"CD, OPUS 111 OPS 30-213",1
"CD, OPUS 111 OPS 30-212",1
Northside,1
Northern Light,1
Shinkoyo / Heresee / Skulls of Heaven / BOC / Ignivomous,7
Michael Schulze Productions,3
Columbia M 32735,1
Song BMG Music Entertainment,1
Strand SLS 1006,1
Impulse!,290
Jazzman,4
LP Decca 74911,1
CD / Chandos 10587,1
Move & Groove (Dubstore repress),1
Tzadik 8039,1
Jazz Legends Series,1
RCA FXM1 7090,1
RCA: Vintage Series,1
Capitol W-577,16
India Archive Music (IAM CD 1085),2
CD/Arabesque Recordings,1
Peull Music,1
RCA Victor LPV-556,5
LM-1721,1
In & Out,3
Xanadu 129,1
Navras CD D-92008,1
Eliot Eidelman Music,1
Jazz Club of Sarasota,1
Artists House,6
Folkways FA 2316,1
Riverside OJC-066 (RLP-237),1
LSR,1
Commodore FL30003,1
Elektra/Asylum,3
Presitge,4
Gusto Records,4
Angel S 36123,4
Musicraft 13078,1
Tzadik (CD 7020),1
RCA LM-2853,1
LP (Angel DS-37989),1
Candide; CE 31003,1
Arista/Freedom AL 1028,1
Collector's,1
Air Records,1
Cedille Records CDR 90000 014,1
EMI 50999,1
London SPC 21052,1
Sackville 3018,4
Mina Records,2
Chandos 8886,1
harmonia mundi FRANCE (HMU 1951271),3
Sackville 3010,1
Washington,1
Mississippi Records,1
Vantage Music,1
"Everest, LP, SDBR 3061",2
Memphis International,1
SR-40160,1
Pro-Arte Digital PAD 153,1
Fever Pitch Music,1
Gimell CDGIM038,1
Lyrichord Early Music Series (CD 8031),1
New World Records 80278,3
Hospital,6
ESP 4025,1
RCA Victor 1963,1
CD: Sony Classical SK 66839,1
Priority,2
Harmonia Mundi (CD 901712),1
deutche harmonia mundi 05472-77394-2,1
Connoisseur Society CD 4218,2
Columbia Records ML 5078,1
MusicMouth,1
CD (ECM 1772 B0000192-02),7
Harmonia Mundi USA (HMU 907187),1
Musicando,2
Moondo,1
Polygram Records,27
DIW 902,1
Choice,3
Chiaroscuro Records CR 2014,1
CBS Records,11
ECM New Series 1587 (78118-21587-2),1
The Beak Doctor,3
LP / RCA Victor,2
"OR Series (LP, OR 309-315)",3
Kapp KDO-6004,1
Mode Records,2
Hugo Production HRP 7162-2,1
Soul Note SN 1054,1
ENJA,1
Prestige 7761,1
CD/Cedille 13,1
Muse Records MR 5176,1
VJM Records,2
AV 9840,1
Gemini,1
Finnadar SR 9030,1
Root Strata,7
Riverside RS-3009,1
Standard Transcriptions,6
Diplomat,1
Shadrack Inc,3
CD / Bridge,1
JSP 919A,3
JSP 919B,4
JSP 919C,5
hatHut,2
Dim Mak DM 070,1
Disk Union/Avant,3
Get Back (reissue of ESP 1007),1
hatOLOGY,19
Harsh House,6
Avco,3
Campfire Records,6
CD/ Koch,1
Jazz Tribune RC 350,2
RCA VPM6087,1
CD (Phase 4 444-104-2),1
Verve 538 636-2,2
Improvised Music,1
Paredon,1
LSC-3118,2
CD / Signum Classics,2
Amoebic,1
Columbia KG 32482,1
"RCA, LP, ARM4-0495",1
Briar 4205,1
CRI 207,1
19590,1
Jazz Showcase,3
Centaur Records (CRC 2681),1
MXX 9058,2
Blue Room Records,1
Alga Marghen,20
CD (Deutsche Grammophon 457 657-2),2
CD / ECM New Series,4
One Industria,1
Columbia/Odyssey,1
Classic Jazz 133,1
Monitor MF 379,1
"Philli0ps (LP, 412 214-1)",1
Mode 74,1
TONAR 21015,2
DL 710136,1
ECM New Series 1888,5
SK 53 980,1
Blue Note (1577),6
Combo Records,2
ESP Disk,45
hat Hut SIXTEEN (2R16),1
Mapleshade,3
Nonesuch,208
EMI [LC0452],2
Rodriguez Lopez Productions,2
Ini.itu,1
Pine Mountain Records,1
Mr. Bongo Records,1
Contigo,1
Jazzotheque,2
Trad. Crossroads,2
YAL / Meta,3
"Erato STU 70848, LP",5
V.,1
ECM New Series 1945/46,1
Spire (TELARC CD-83640),1
Catalyst,6
CD (ECM),1
ECM New Series 1774,5
Mille Plateaux,11
Mr. Damonic,1
Harmonia Mundi HMA 1901011,7
Black Saint 0043,2
Living Jazz Archive,1
Clean Feed,131
CD Cambria 1072,1
Affinity AFF 9,1
JVC x/73,1
443 326-2 OH,1
Crossroads,2
Archiv CD (449 756-2),1
harmonia mundi (HMU 907316),1
Mango,1
ESP 1055,1
Jazz Magnet JAM-2007,1
ESP 1059,1
Phillips 446 678-2,1
OL 50090,1
CD / Telarc 80457,1
"8"" lathe / S@1",2
Altantic,2
GM2030CD,1
Mercury Stereo,2
Presige 10/5/51,1
India Archive Music (1994),1
Turnabout Vox 34397,1
ArtistLed 19901-2,1
Bach Guild HM 5,1
Carell Music,3
LP (Masterworks 35822),1
M 32296,2
Swaggie Records,1
Revival,30
SMK 89749,1
SteepleChase Records,4
D.A.,1
Swaggie S1248,1
Musicor Records,1
Biograph BLP-C2,1
Musicworks,4
EMarcy,2
Musea,1
Rural Rhythm/Sierra,1
RVC,1
CD (ECM New Series 1679 465 1372),2
ECM 1767,1
Nonesuch (LP H-71278),1
Brilliant Classics 92149 (CD),2
Mass Particles,2
Savoy 524,1
Savoy 525,1
EMI Classics (CD 7243 5 573842 4),1
Giants Of Jazz CD 53272,1
Counterpoint/Esoteric,1
Melodiya Y 35205,1
SEON,1
Deep Listening (CD 43-2010),1
RCA Camden (CAL-340),1
Columbia-Stereo,1
EMI Records (CDC 7 49912 2),1
Free Music Production FMP,1
Innova 568,1
Rhythm Force,1
CD/ Dux Records,2
Deutsche Grammophon 445 860-2,2
Arista Freedom AL1008,1
"United Artists, 1969",1
Seraphim SIC-6081,1
Musicmasters Classic,4
Commodore CCD 7007,1
CPO (SACD),1
Rastascan Records,11
Arista Freedom AL1007,1
Barclay,1
Argo Recrod Co.,1
CD / London 289 460 208-2,1
Peters International,6
ARCD 109,1
LP Archiv Produktion 198 401,3
"Мелодия, C10 04377 002",1
Artist Led,2
Psi Records (CD 09.03),3
EMI  2C 165-16331,1
Bach Guild BG-551,7
Epic/Legacy,1
Saungú (SR001),2
Neutral 4,2
New World Records 80625-2,6
Pumpkin 117,1
Black Lion,42
LSC-2893,1
Niwot Records,5
Astrée Naïve E 8804,1
Beet,1
Carpark Records,2
ECM New Series 1985 B0008506-02,1
Atlantic SD 8809,2
CRI SD 469,1
Work in Progress,5
JMT,19
Collector's Classics,5
RCA Classical Navigator 92,1
Stereo 2535 410,1
LP/ Columbia Masterworks/ Mono ML5255,1
Arcadia,1
Archiv Produktion 198 434,1
Blackest Ever Black,7
LDR 71035,4
CD/New Word Records 805 36-2,1
Now Sounds,1
ATL 95 101,1
Anima,6
Odeon (LP ALP 1670),1
Chandos 9636,1
Moon MCD053-2,1
3Dsystem,1
Steston,1
Flyright 605,4
CD 620,1
Evidence,52
About Time,7
ARL 3-2109,1
harmonia mundi France (HMU 907156),26
Music & Arts,19
"WKCR Archives: Recorded live on Jazz Alternatives November 29th, 1976",1
Columbia stereo,2
Studio 1,2
Unseen Worlds/Philo,1
Gimmell (CD 454931-2),1
LP: Turnabout,1
Kaf Muzik,2
LP/ Thorofon,2
LRCD 1008,1
LP (Vanguard VSD-2085),1
Jazz Magnet Records,3
LP (Vanguard 2985),1
Pablo 2310-724,1
Verve 8628,1
Emanem 5026,1
Angel S 36714,1
Barnyard BP 8326,1
MoWest (MW 113 L),1
Harmonia Mundi HMN 911670,1
Maya Recordings MCD0603 (CD),2
WH 121,2
Stereo CS 6881,1
Ecstatic Peace,1
Impulse,324
New Albion Records: NAO68 (CD),3
Sandy Hook,1
ECM New Series (CD ECM 1564),1
Gramavision Music,1
"Elektra Nonesuch (CD, 79348-2)",2
LP/EMI Angel,2
CORO,25
Columbia CC 33557,1
Unicorn-Kanchana,2
CD / ECM New Series 1555,2
Cassava Records,4
Caimán,1
PR 24037,1
SK 60042,5
Archiv Produktion 429 782-2 (CD),1
Deutsche Grammophon 2532 065,1
Columbia MS 7428,1
Winter and Winter,1
Walhall Eternity Series,1
Atlantic Records,9
"Composers Recordings, Inc CRI CD891",1
Lovely Music VR 1017 Stereo,1
ECM New Series 1505 78118-20003-2,1
"CD (Erato, 2564)",1
Anthology,3
WRC8-7406,1
New World Records (CD 80678-2),1
Mace MXX 9043,1
Impuse,1
Intone,1
"EMI Classics, CD, 56966",2
BST 84237,1
Supraphon 10 3611-2,1
BST 84238,2
Turnabout TV 4081,1
Sertoma,1
Motor / Verve,1
Atlantic 1291,1
Rune Grammofon 2025,1
78 (RCA Victor Red Seal DM 1302),1
Wergo Music,2
Prestige 7204,1
AMI,1
HOB,6
Universal Sound (US LP32),1
Gimell CDGIM 038 (CD),1
Ricordi 30 CA 036,1
Nessa N-3,1
Nessa N-1,1
Inchmery Music,1
Capitol F1373,1
Colpix (409),1
Young Tubby's,1
Fag Tapes,2
Flying Panda Music,1
Hat Hut,42
UW12,1
IRCAM Centre Georges Pompidou,1
Erato 8573-80215-2 (CD),1
Muse  5214,2
CD (Deutsche Grammophon),1
Connoisseur Society,1
MHS Stereo 3588/89,1
DK-7190,1
Jazz Connasseur,1
"Capitol, 1965",2
"Capitol, 1964",1
Opera d'Oro,1
LP (Archiv),1
Columbia MS 7265,1
"Capitol, 1969",3
BM 56803,1
Tonstudio Bauer,1
RVA Victor 741 046,1
A&M SP 3015,1
Columbia Classics Library,1
Rounder 0144,1
Columbia Special Products,5
Blue Note 1567,1
Everybodys,2
"CD, ECM, LC 2516",1
Metamorphosis Records,1
Timba Records/Narada World,1
Russian Season,1
Birth 091005,3
Prestige 7665,1
Philips (CD 443 127-2),1
Columbia Masterworks ML 5576 (LP),2
SK 62687,1
Bootleg/Counterflow,1
Felsted,1
Black Hawk,6
EMI Angel DS-38134 (LP),1
West Wind,1
Tri-Fire,1
AH 017,1
Redita,4
Parallactic 05,1
Decca DLP 5018,7
Titanic Ti-46,2
Evidence ECD 22070-2,1
Riverside 429,1
"Epic, 1965",1
"Epic, 1967",1
Prophone,3
BST 81505,1
"Epic, 1968",1
SVBX 560,2
Sony Music Entertainment,44
Finer Arts Classical,1
Southport,1
Arcadia 2006,1
Touch Tone,1
Town Crier,1
Silta,1
Grp,1
DE 3167,3
Polskie Nagrania,1
Telarc,49
Vanguard: BG 690,3
Spotlite SPJ103,1
EMI ECSD 2480,1
BMG Classics 09026-62685-2 (CD),1
Luv N' Haight (LH-004),1
cybele,1
Angel SBLX-3839,1
Xanadu 106,1
Xanadu 107,2
"Erato (LP, STU 70812)",1
Masterpiece,4
5049 Records,1
dB/Polydor,1
Brokenresearch,2
Swingfan 1010,1
Enja Records 2054,1
London (444 812-2),3
T-Series,2
Varese Sarabande VX 80162,1
Swingfan 1019,1
"CD, Astree Auvidis ES 9922",3
Columbia ML 6146,1
Lyrichord,20
"ECM New Series (CD, ECM 1714)",1
DSA,6
col legno WWE 1CD 20287,2
New World of Sound,1
Sackville 3032,1
Lotus,4
Prestige 7844,1
Prestige 7840,2
Prestige 7843,1
9500 961 Philips,2
India Archive Music,65
AUM Fidelity AUM010,1
Andante AN 3070,1
"Archiv Produktion (LP, Stereo 2533 324)",1
Baldwin,12
Archiv Produktion,12
Bridge 9079,1
CM 9443,1
Scarcelight,1
Navras (NRCD 0046),1
World Pacific,27
Fountain,7
Intakt CD 187,1
VC 104,2
Ermite,1
Pro Arte CDD 153,1
"WKCR Archives: Recorded Live on Jazz til Midnight December 8, 1974",1
PCM Recording,1
20 Golden Pieces of Country Hits,1
Cedille Records CDR 90000 034,1
American Opera Classics,1
CD / Guild,2
CD / Conifer CDCF185,1
ECM 1495,1
ECM 1494,1
Varsity,4
"CD, Arcana A 21",4
MCA (or Decca),1
Navras,17
Vanguard Recording Society,1
RCA Victor LSC-2929,1
Frog DGF49,3
Frog DGF48,1
LP/ Columbia,1
Monitor Records,5
AUM,1
N/A,6
JEMF Records,5
Stockhausen-Verlag,1
Decca 5678,1
Gypsy Jazz Distribution,1
MHS 550,1
Vanguard Records,3
MHS 554,1
Duke,6
Montaigne MO 782038,1
CD/Lyrichord,1
Montaigne MO 782034,1
Harmonia Mundi (HMU 907082),5
Reloaded Music,1
Savoy 12044,1
Sense Wolrd Music (GVL LC 13611),2
New World 80618-2,1
Chandos CHAN 8409,1
Sunnyside Records,1
Carino,3
HCD 31503,2
Telefunken LC 0366 (LP),3
Aphid Records,2
Harmonia Mundi HMX 290023 (compilation CD),2
Telefunken: SAW 9560-M (LP),1
Highnote HCD 7044,1
Mutable,1
Bach Guild HM 7 SD,1
Lyrichord (CD LEMS 8004),1
Cantloupe Records,1
Navras Records (NRCD 0107 DDD),4
Sony Classical SBK60096,4
H-71005,4
Atlantic SD 2-302,1
Soul Note SN 1030,1
CBS 36664,8
collection qb,1
Artista Freedom,2
Belgium: Barooni Records,1
Tristar,2
Utandi Muzik,1
AK Muzik,2
Trojan,1
Forced Exposure,1
grob,1
Southern Lord,3
Rastascan,3
Columbia Masterworks M 35104,1
Menlo Park Recordings,3
Blast First,2
Classic Jazz 117,1
Nessa,22
Trio,4
"Columbia, LP, M 33970",1
CD / Bedroom Community 2010,1
Ambiances Magnétiques AM 051,1
CRI 489,3
H-71142,1
Bartok Records 902,1
CRI (CD 771),1
Argo ZRG 682,1
LP EMI: SHB 68,1
Argo ZRG 680,1
"Deutsche Grammophone, CD 445 823-2",1
DeLuxe,7
Trip,34
Unicron Kanchana (DKP 9029),1
Hot Cup 082,1
Prestige 7272 (2/12/63),1
Rite Records,3
Sony BMG,11
"Columbia, LP, K3L 241",1
Birth 0037,2
Salabert Actuels,1
Arista Records,5
Ativistic,1
Detroit Jazz Musicians Co-Op,1
Arabesque 8091,1
impulse!,13
Jazz Archives JA-17,2
Naxos 8.557627,1
Arsyn,1
Jazzman JAZ 5017,1
CE 31043,1
CE 31045,2
Regis,2
Black Saint BSR 0061,1
CD / New Albion Records,2
Stradivari Classics SCD 6069,1
Take Two,1
Schumann,1
Black Saint BSR 0069,1
Lang-Worth transcription,1
Triepke Music,1
Saravah,3
Duetsche Grammaphon 439 888-2,1
LP / Decca,1
Knit Classics,10
Generator Sound Art,1
RTVE (CD 65227),1
Koch CD 7728,1
L'Autre Distribution,1
Laurel Record,1
Desto Records,7
SK 47180,1
Rareton,1
Capitol Records Nashville,1
hat ART CD 6147,1
Event,2
SK 39 072,1
Columbia/Headliner Series,1
Philips 412 882-2,1
Angel (LP S-36505),1
CD / New Focus Recordings 107,1
Concertapes (LP M-1229),1
Excello,7
Hanssler,10
Delmark 423,1
London OSA 1288 (LP),1
London LL 977,1
Split,3
Victor 11/8/47,2
CD / Ostrava Center for New Music,1
"RCA (Red Seal), LP, ARL1-4331",1
Columbia MS 6925,1
CD / Bang on a Can,1
D-79024,5
DIW / Columbia,2
RTE,1
Rare Live Recordings,2
Lang-Worth Transcriptions,8
John Williams,1
Starday Records,12
Cherubini,2
Theresa,11
Savoy 540,1
Savoy 541,1
Columbia M34535,1
RCA International IL7-7334,2
Prestige 11/11/49,2
LDX 74572,1
ampere1,2
"LP, Angel, S-36811",5
Seraphim S-60245,1
CD / Telarc 80618,1
FORE,1
Black Saint BSR0001,1
Black Saint BSR0003,1
Magenta,2
Intuition,7
Legacy/Sony,1
Deutsche Grammophon 439 009-2,1
CD/ Hong Kong Records,1
Harmoina Mundi HMA 1951426,1
Vortex,6
The Stereo Society,1
"Lovely Music, Ltd. (LCD 5011)",2
SPH / Extasis,1
Howdy Skies,2
Folklyric Records 9022,1
KG 31617,1
NYC Records,1
ISP,2
Impulse A-5,1
Monitor 019,1
Riverside 367,1
CRI SD 330,1
Kaleidscope Records,1
For 4 Ears Records 1448,1
Kabocha,1
Sugar Hill 3752,1
Marlboro Recording Society MRS-15,1
Tomkins Square,2
Bridge Records Inc.,6
"Decca (CD, DL9627)",4
"1980, Arista Records",1
Columbia M 30588,1
Abduction,1
hatOLOGY 519,1
Rounder 1987,3
Cortical Foundation,2
Nimbus Records (NI 5512),6
Blue Note (0798),1
Yestereve Records,1
Dossier,4
WD3,1
Koch,19
Smithsonian Folkway LC 9628,1
Depth of Field,1
Inedit,1
LSC-2728,1
Turnabout Vox 34130S,1
EM1105CD,1
Hyperion CDA66877,1
Audio lab,2
Nonesuch H71175,1
EMI  2C 165-16371/4,1
"Elsa (Brooklyn, 1974)",1
Bridge 9441,2
Nonesuch H-71033 (LP),2
Srutilaya,1
Winter &Winter,1
Canyon,1
Sense World Music (GVL LC 13611),4
RCA 741.057,3
PolyGram Records,44
Jazz Band Records,1
HMC 901295,1
SWF,1
Harmonia Mundi HMC 905247,5
CD: Bridge Records 9287,1
Deutsche Gramaphon 139326,1
Milenium,1
The Gramophone Company of India (EALP 1375),1
Touch TO:44,1
"Starring Anne Sofie Von Otter, Wolfgang Holzmair, and Laurent Naouri",1
The Act Company,3
"The Musical Heritage Society, inc.",1
Milestone M-9060,7
Nonesuch H-71129,1
Georgiana Records,1
R.E.B. Editions,1
ASV (CD GAU 155),6
Counterpoint 5535,3
Pentatone 5186 475,1
Bronco,1
United Artists (UAS 6224),1
DHM,1
Monroe Crossing,1
Alia Vox AV9809 A,3
Doxy,13
Knit Classics (1963),2
Prestige International INT 2510,1
Real Life Predator,1
Fontana (8183501),2
Meritt 15,2
"LP, STEREOVOX SVBX 5212",1
Apparition Records,2
Bang on a Can Classics (Cantaloupe),2
Sun / Bear Family,10
Tzadik TZ 7302,1
Low Electrical,3
Marge 09,1
Ralph Records,64
Fanmaderecordings.blogspot.com,8
GNP/Crescendo,4
Pro Arte,2
Monument Records,7
Blue Note (53355),1
CD (Sony),1
WB,7
Blue Note 1564,1
Blue Note 1565,1
WA Records,1
RCA Victor LM 7049-2,1
Blue Note 1568,1
Seraphim (LP Stereo S-60136),1
Crossover 95647,1
Herbal International,1
Kent,4
Vanguard VSD-79144,6
"Ancient Word Music, BMI",2
Tim Kerr,1
Holy Cheever Church,1
LP / Turnabout,1
Atlantic 1278,1
DIW Records,24
Sony 60203,1
Gema (Germany),1
Water Music,1
CRI CD 806,2
Orange Mountain Music,5
Unheard Music Series,3
Ihnfinity Inc.,1
Erato NUM 75256,1
Savoy SJL,1
Prestige PR 7447,1
Peacock Records,1
King Jazz Story,1
Body Double,1
"Arhoolie Productions, Inc.",1
RCA PL 43698,2
Alliance,1
Angel,92
Teppa,1
Freek Records,2
Bell,9
Ceili Music,3
Brilliant Classics 93346 (CD),2
RCA Victor LM-1987,1
ECM 1776 (CD),1
"CD, Ondine, LC 3572",1
Col Legno,1
Tzadik TZ 8301,1
Unsigned,2
Columbia M2 34594,1
Razor and Tie,1
Birth 002,1
"Composers Recordings, Inc. CRI SRD 424 (LP)",1
Arional,2
RCA Victrola KV 104,2
Revival Records,4
H&H Production,2
CD/innova,4
Deutsche Grammophon 2740 235,1
Vetco 502,1
Soul Jazz,17
Sweet Earth Records SER 1005,1
Porter Records,12
Free Factory,3
Light 'n' Sound,1
EGM New Series,3
Alaria Chamber Ensemble,1
Anthology of Country Music,27
Autograph,1
IWS,1
Spalax Music,3
Dragon DRLP 16,1
Mercury 1/18/52,1
cami 002,2
CBS M 35851,1
Hyperdub,2
mode records 53,1
Mercury Classics,4
"LP (Deutsche Grammophon, Stereo 2531 210_",1
"Sony Classical (CD, S2K 47229)",1
Potlatch,4
CS 6417,1
"Deutsche Grammoph0n (CD, 439 895-2).",1
Erstwhile 029,1
harmonia mundi,15
LC 6768,2
CD / Channel Classics 30310,1
Chamber Music 1955-1990: Montaigne,1
Limelight,24
London OS26428,1
Die Schachtel,7
Columbia 32 16 0018,7
Balance Point Acoustics,1
Bagatellen,1
Division One / Atlantic,1
c & p Leo Records (CD LR 256),1
The Tapeworm,1
CD / Gothic,1
CD/BIS 1150,1
Pearl,4
Angel Records (S-36775),1
Dooto,4
Ant-Zen 51,2
Nonesuch Digital 79106-1 F (LP),1
Deutsche Harmonia Mundi (CD 05472-77300-2),1
Matchless Recordings,12
Sure,2
Chiaroscuro 187,1
Everest Records FS-207,1
Columbia Masterworks KL 5627,2
Passin' Thru,11
SoLyd Records,2
Pathé,1
ECM 1330-32 833 309-1 (LP),1
OVC 8087,1
Angel 36421,2
Folklyric 9046,1
Patuxent,12
